page1,page2,similarity
"""Dan Steph & Emmy""","""Chef Michael Ferraro""",0.5870139002799988
"""Dan Steph & Emmy""","""McDonald's República Dominicana""",0.5746408700942993
"""Dan Steph & Emmy""","""Marcus Samuelsson""",0.5733097791671753
"""Dan Steph & Emmy""","""Domino's Pizza""",0.5662827491760254
"""Dan Steph & Emmy""","""Delverde""",0.5656536817550659
"""Dan Steph & Emmy""","""Bruno Barbieri""",0.5652514696121216
"""Dan Steph & Emmy""","""René Redzepi""",0.5645620226860046
"""Dan Steph & Emmy""","""McDonald's""",0.5640419721603394
"""Dunkin' Donuts""","""Kunal Kapur""",0.6016173958778381
"""Dunkin' Donuts""","""José Andrés""",0.5780195593833923
"""Dunkin' Donuts""","""Emmi CAFFÈ LATTE""",0.5744041204452515
"""Dunkin' Donuts""","""Vicky Ratnani""",0.5742871761322021
"""Dunkin' Donuts""","""Samin Nosrat""",0.5738070011138916
"""Dunkin' Donuts""","""Nando's""",0.5728246569633484
"""Dunkin' Donuts""","""Ochikeron""",0.5700096487998962
"""Dunkin' Donuts""","""The Habit Burger Grill""",0.5699899792671204
"""Dunkin' Donuts""","""Brooke Williamson""",0.5661719441413879
"""Dunkin' Donuts""","""McDonald's""",0.5640089511871338
"""Chef Elizabeth Falkner""","""Bradley Ogden""",0.5935596823692322
"""Chef Elizabeth Falkner""","""Chef Jamie Gwen""",0.5809881091117859
"""Chef Elizabeth Falkner""","""Zac Kara""",0.5678172707557678
"""Chef Elizabeth Falkner""","""Luke Thomas""",0.5670721530914307
"""Chef Elizabeth Falkner""","""Cesare Casella""",0.5667804479598999
"""Chef Elizabeth Falkner""","""Johnny Iuzzini""",0.5662994384765625
"""Chef Elizabeth Falkner""","""Rachel Allen""",0.5661574006080627
"""Chef Elizabeth Falkner""","""McDonald's""",0.566034734249115
"""Chef Elizabeth Falkner""","""McDonald's""",0.5625057220458984
"""Chef Elizabeth Falkner""","""Chef Mary Sue Milliken""",0.562302827835083
"""Ernst Knam""","""達美樂披薩""",0.5868955254554749
"""Ernst Knam""","""KFC""",0.5860471725463867
"""Ernst Knam""","""Nando's""",0.5843988060951233
"""Ernst Knam""","""Chef Shirley Chung""",0.577919065952301
"""Ernst Knam""","""Domino's Pizza Nigeria""",0.5762302279472351
"""Ernst Knam""","""Anis Nabilah""",0.5720146894454956
"""Ernst Knam""","""KFC""",0.5710003972053528
"""Ernst Knam""","""Ochikeron""",0.5703816413879395
"""Ernst Knam""","""Mathieu Pacaud""",0.5696753859519958
"""Ernst Knam""","""McDonald's""",0.5632275342941284
"""Guy Savoy""","""Chef Billy Parisi""",0.5965465307235718
"""Guy Savoy""","""Alessandro Borghese""",0.5921195149421692
"""Guy Savoy""","""Eduardo Palazuelos""",0.5916301012039185
"""Guy Savoy""","""Felicitas Pizarro""",0.5880164504051208
"""Guy Savoy""","""Virginia Willis""",0.5873106122016907
"""Guy Savoy""","""Acapulco""",0.5865946412086487
"""Guy Savoy""","""Antonino Cannavacciuolo""",0.5801835656166077
"""Guy Savoy""","""Bruno Ménard""",0.5782883763313293
"""Guy Savoy""","""Germán Martitegui""",0.5758390426635742
"""Guy Savoy""","""McDonald's""",0.5742786526679993
"""McDonald's Japan""","""Guga Rocha""",0.5992057919502258
"""McDonald's Japan""","""Pierre Sang Boyer Officiel""",0.5812798142433167
"""McDonald's Japan""","""Franklin Becker""",0.5751001238822937
"""McDonald's Japan""","""Domino's Pizza""",0.5732339024543762
"""McDonald's Japan""","""Manjula's Kitchen - Indian Vegetarian Recipes""",0.5731559991836548
"""McDonald's Japan""","""Chef Mary Sue Milliken""",0.5720458626747131
"""McDonald's Japan""","""Bruno Ménard""",0.5713014006614685
"""McDonald's Japan""","""Jumia Food""",0.5676694512367249
"""McDonald's Japan""","""McDonald's""",0.5653115510940552
"""McDonald's Japan""","""hellofood""",0.564689040184021
"""Nando's""","""Francis Mallmann""",0.587680459022522
"""Nando's""","""McDonald's""",0.5835333466529846
"""Nando's""","""KFC""",0.5823567509651184
"""Nando's""","""McDonald's""",0.5794001817703247
"""Nando's""","""Chili's Qatar""",0.578140377998352
"""Nando's""","""Dean Sheremet""",0.5712368488311768
"""Nando's""","""Chef Carlo Cracco""",0.5704328417778015
"""Nando's""","""My Cupcake Addiction""",0.5703561305999756
"""Nando's""","""Bahama Breeze Island Grille""",0.5695865154266357
"""Nando's""","""Jacques Pépin""",0.5684533715248108
"""McDonald's""","""Dunkin' Donuts""",0.5933646559715271
"""McDonald's""","""Burger King Thailand""",0.5900254249572754
"""McDonald's""","""Niko Romito""",0.5896888375282288
"""McDonald's""","""Krispy Kreme UK""",0.5844634771347046
"""McDonald's""","""Gemma Stafford""",0.5760868787765503
"""McDonald's""","""Ogro Jimmy""",0.5760432481765747
"""McDonald's""","""McDonald's""",0.572483241558075
"""McDonald's""","""Jehangir""",0.5691231489181519
"""McDonald's""","""Boston Market""",0.568893551826477
"""McDonald's""","""KFC""",0.5685864090919495
"""Chef Clément""","""Famous Dave's Bar-B-Que of America""",0.6036754846572876
"""Chef Clément""","""Jumia Food""",0.5854017734527588
"""Chef Clément""","""Buddy Valastro""",0.5820499658584595
"""Chef Clément""","""Nikki Dinki""",0.5795621871948242
"""Chef Clément""","""SORTEDfood""",0.5778253674507141
"""Chef Clément""","""Franklin Becker""",0.5765506625175476
"""Chef Clément""","""Amandine Chaignot""",0.5726511478424072
"""Chef Clément""","""도미노피자(Dominostory)""",0.572392463684082
"""Chef Clément""","""Chef Guy Martin""",0.5704392194747925
"""Chef Clément""","""Camille Becerra""",0.567060112953186
"""Christina Tosi""","""Donatella Arpaia""",0.6056088209152222
"""Christina Tosi""","""Roxanne Spruance""",0.5882390737533569
"""Christina Tosi""","""Chef Diego Lozano""",0.5870997905731201
"""Christina Tosi""","""Jumia Food""",0.5812340974807739
"""Christina Tosi""","""McDonald's""",0.5800262689590454
"""Christina Tosi""","""Katie Pix""",0.5707120299339294
"""Christina Tosi""","""Francesco Sole""",0.5696855783462524
"""Christina Tosi""","""McDonald's""",0.5690680742263794
"""Christina Tosi""","""Eckart Witzigmann""",0.5651498436927795
"""Christina Tosi""","""Chuck Hughes""",0.5645006895065308
"""Paul Hollywood""","""Dairy Queen""",0.5917309522628784
"""Paul Hollywood""","""Chef Nina Compton""",0.5857927799224854
"""Paul Hollywood""","""Thomas Keller""",0.5836557745933533
"""Paul Hollywood""","""foodpanda""",0.5805668830871582
"""Paul Hollywood""","""Chef Rusty Hamlin""",0.5755216479301453
"""Paul Hollywood""","""Graham Elliot""",0.5744512677192688
"""Paul Hollywood""","""Valentin Neraudeau""",0.5727826952934265
"""Paul Hollywood""","""Manu Feildel""",0.572354257106781
"""Paul Hollywood""","""Jumia Food""",0.5704590082168579
"""Paul Hollywood""","""Nando's""",0.5698543787002563
"""Xi'an Famous Foods 西安名吃""","""KFC""",0.607947587966919
"""Xi'an Famous Foods 西安名吃""","""Chef Grace Ramirez""",0.6048373579978943
"""Xi'an Famous Foods 西安名吃""","""Jumia Food""",0.5856426358222961
"""Xi'an Famous Foods 西安名吃""","""Dani García""",0.5820452570915222
"""Xi'an Famous Foods 西安名吃""","""Madison Cowan""",0.5818788409233093
"""Xi'an Famous Foods 西安名吃""","""Nikki Dinki""",0.5770795345306396
"""Xi'an Famous Foods 西安名吃""","""Domino's Pizza""",0.5746468305587769
"""Xi'an Famous Foods 西安名吃""","""Sanjeev Kapoor""",0.569786548614502
"""Xi'an Famous Foods 西安名吃""","""Chef Sheldon Simeon""",0.5693016052246094
"""Xi'an Famous Foods 西安名吃""","""Chef Marc Murphy""",0.5662374496459961
"""Emmi CAFFÈ LATTE""","""Dining with Flynn""",0.5954784750938416
"""Emmi CAFFÈ LATTE""","""Carlos Bertolazzi""",0.5925905704498291
"""Emmi CAFFÈ LATTE""","""Magnum""",0.5828095078468323
"""Emmi CAFFÈ LATTE""","""Johnny Iuzzini""",0.5802960991859436
"""Emmi CAFFÈ LATTE""","""ChefAlexander""",0.5774094462394714
"""Emmi CAFFÈ LATTE""","""McDonald's""",0.5739951729774475
"""Emmi CAFFÈ LATTE""","""Karen Martini""",0.5739192366600037
"""Emmi CAFFÈ LATTE""","""Bonefish Grill""",0.5729468464851379
"""Emmi CAFFÈ LATTE""","""Juan Mari Arzak (Página oficial)""",0.5719301104545593
"""Emmi CAFFÈ LATTE""","""도미노피자(Dominostory)""",0.5716785192489624
"""Lío""","""Wolfgang Puck""",0.5956787467002869
"""Lío""","""Red Robin Gourmet Burgers""",0.5844600200653076
"""Lío""","""Gandy Dancer Saloon/Oyster Bar""",0.5782848596572876
"""Lío""","""Carl's Jr. NZ""",0.5754135251045227
"""Lío""","""Tom Aikens""",0.5721286535263062
"""Lío""","""McDonald's""",0.5715923309326172
"""Lío""","""Tom Douglas Restaurants""",0.5707011222839355
"""Lío""","""McDonald's""",0.5689361691474915
"""Lío""","""Domino's Pizza Türkiye""",0.5656700730323792
"""Lío""","""Nando's""",0.5656222105026245
"""Guga Rocha""","""Seamus Mullen""",0.6028531789779663
"""Guga Rocha""","""McDonald's Japan""",0.5992057919502258
"""Guga Rocha""","""McDonald's Deutschland Karriere""",0.5866982936859131
"""Guga Rocha""","""foodpanda""",0.572234570980072
"""Guga Rocha""","""McDonald's""",0.5685539245605469
"""Guga Rocha""","""Domino's Mx""",0.5661798119544983
"""Guga Rocha""","""Josh Marks""",0.5618594288825989
"""Guga Rocha""","""KFC""",0.5616998076438904
"""Guga Rocha""","""Hugh Acheson""",0.5616066455841064
"""Guga Rocha""","""Charley's Crab""",0.5604526996612549
"""Jock Zonfrillo""","""Maria Loi""",0.6052239537239075
"""Jock Zonfrillo""","""Massimo Mele""",0.5893486738204956
"""Jock Zonfrillo""","""Alessandro Borghese""",0.586365818977356
"""Jock Zonfrillo""","""Harold Dieterle""",0.586166501045227
"""Jock Zonfrillo""","""Iginio Massari""",0.5844883322715759
"""Jock Zonfrillo""","""KFC""",0.5837081074714661
"""Jock Zonfrillo""","""Chef Aaron McCargo Jr""",0.580483615398407
"""Jock Zonfrillo""","""Nando's""",0.5775074362754822
"""Jock Zonfrillo""","""Seamus Mullen""",0.5684453248977661
"""Jock Zonfrillo""","""Dunkin' Donuts""",0.5679726004600525
"""foodpanda - 空腹熊貓""","""Chef Billy Parisi""",0.591971755027771
"""foodpanda - 空腹熊貓""","""Saransh Goila""",0.5750222206115723
"""foodpanda - 空腹熊貓""","""McDonald's""",0.5742599964141846
"""foodpanda - 空腹熊貓""","""Chef Guy Martin""",0.5720953345298767
"""foodpanda - 空腹熊貓""","""Wings""",0.5699456930160522
"""foodpanda - 空腹熊貓""","""Sanjeev Kapoor""",0.5694859027862549
"""foodpanda - 空腹熊貓""","""Domino's Pizza""",0.5666151642799377
"""foodpanda - 空腹熊貓""","""Jose Garces""",0.5660618543624878
"""foodpanda - 空腹熊貓""","""Chef Todd Mohr""",0.5653246641159058
"""foodpanda - 空腹熊貓""","""Simon Gault""",0.5650336146354675
"""Chef Carmen Gonzalez""","""FONDA MEXICANA""",0.6047916412353516
"""Chef Carmen Gonzalez""","""KFC""",0.5760984420776367
"""Chef Carmen Gonzalez""","""Josh Marks""",0.5752061009407043
"""Chef Carmen Gonzalez""","""Shane Delia""",0.5691596269607544
"""Chef Carmen Gonzalez""","""McDonald's Vietnam""",0.5681790709495544
"""Chef Carmen Gonzalez""","""McDonald's""",0.5673707723617554
"""Chef Carmen Gonzalez""","""José Andrés""",0.5667252540588379
"""Chef Carmen Gonzalez""","""Quique Dacosta""",0.5656505823135376
"""Chef Carmen Gonzalez""","""McDonald's""",0.5649394989013672
"""Chef Carmen Gonzalez""","""John DeLucie""",0.5648442506790161
"""Suzanne Goin""","""Pasqualino Barbasso""",0.5964825749397278
"""Suzanne Goin""","""McDonald's""",0.5873817205429077
"""Suzanne Goin""","""CAKE-BOY""",0.5832374095916748
"""Suzanne Goin""","""McDonald's""",0.581138551235199
"""Suzanne Goin""","""Magnum""",0.5766741633415222
"""Suzanne Goin""","""McDonald's""",0.574094831943512
"""Suzanne Goin""","""Eva Arguiñano""",0.5712987184524536
"""Suzanne Goin""","""David Chang""",0.571220874786377
"""Suzanne Goin""","""Wolfgang Puck""",0.5705602765083313
"""Suzanne Goin""","""Claire Robinson""",0.5690048933029175
"""McDonald's""","""Red Lobster México""",0.5791476964950562
"""McDonald's""","""Taco Bell Cyprus""",0.5781649351119995
"""McDonald's""","""Eddie Jackson - FIT CHEF EDDIE""",0.5728384852409363
"""McDonald's""","""Domino's Pizza Nigeria""",0.5699465274810791
"""McDonald's""","""Antonino Cannavacciuolo""",0.5693240165710449
"""McDonald's""","""Domino's Pizza""",0.5629053711891174
"""McDonald's""","""翠華餐廳 Tsui Wah Restaurant""",0.5601924657821655
"""McDonald's""","""Domino's Pizza""",0.5601071119308472
"""McDonald's""","""Chef Jet Tila""",0.5599530339241028
"""McDonald's""","""Magnum""",0.5599091649055481
"""Food Busker""","""Eddie V's Prime Seafood""",0.5801988840103149
"""Food Busker""","""Bryce Shuman""",0.5799813866615295
"""Food Busker""","""Taco Bell""",0.5781338214874268
"""Food Busker""","""Puesto""",0.5746922492980957
"""Food Busker""","""KFC""",0.5738500952720642
"""Food Busker""","""Chef Andrew Gruel""",0.5727871060371399
"""Food Busker""","""D'O - Davide Oldani""",0.5720558166503906
"""Food Busker""","""KFC""",0.5717090964317322
"""Food Busker""","""George Pagonis""",0.5705156922340393
"""Food Busker""","""Taco Bell Guatemala""",0.5684744715690613
"""Crepes & Waffles""","""KFC""",0.5728592872619629
"""Crepes & Waffles""","""Wings""",0.5724387764930725
"""Crepes & Waffles""","""Chef Jimmy Boswell""",0.569993257522583
"""Crepes & Waffles""","""Kunal Kapur""",0.5692228078842163
"""Crepes & Waffles""","""Dunkin' Donuts""",0.5683404207229614
"""Crepes & Waffles""","""Big Fish Seafood Bistro""",0.562589168548584
"""Crepes & Waffles""","""Chart House""",0.561261773109436
"""Crepes & Waffles""","""Chef Natale Giunta""",0.559266984462738
"""Crepes & Waffles""","""T-rex Cafe""",0.5591229200363159
"""Crepes & Waffles""","""Gaston Acurio""",0.5578857660293579
"""McDonald's""","""Subway""",0.5995290875434875
"""McDonald's""","""Marc Veyrat""",0.5903304219245911
"""McDonald's""","""KFC""",0.5869523882865906
"""McDonald's""","""foodpanda""",0.5768352746963501
"""McDonald's""","""McDonald's""",0.5754823684692383
"""McDonald's""","""McDonald's""",0.5737287402153015
"""McDonald's""","""Jumia Food""",0.5728237628936768
"""McDonald's""","""Josh Elkin""",0.5726994276046753
"""McDonald's""","""McDonald's""",0.572483241558075
"""McDonald's""","""Wolfgang Puck""",0.5702682733535767
"""Jumia Food""","""Chili's Qatar""",0.6076774597167969
"""Jumia Food""","""Paul Hollywood""",0.5704590082168579
"""Jumia Food""","""Douglas Keane""",0.5697731375694275
"""Jumia Food""","""Steak 'n Shake""",0.5689533948898315
"""Jumia Food""","""McDonald's Paraguay""",0.5676434636116028
"""Jumia Food""","""Franklin Barbecue""",0.56723952293396
"""Jumia Food""","""FONDA MEXICANA""",0.5645579695701599
"""Jumia Food""","""McDonald's""",0.562349796295166
"""Jumia Food""","""Chef Aaron McCargo Jr""",0.561686098575592
"""Jumia Food""","""Russell Jackson""",0.5615384578704834
"""Matthew Kenney""","""John Whaite""",0.6249922513961792
"""Matthew Kenney""","""Maru Botana""",0.6090853214263916
"""Matthew Kenney""","""Franklin Barbecue""",0.5937075614929199
"""Matthew Kenney""","""foodpanda""",0.5824100971221924
"""Matthew Kenney""","""Roxanne Spruance""",0.5818952322006226
"""Matthew Kenney""","""Cesare Casella""",0.5793105363845825
"""Matthew Kenney""","""Elizabeth Karmel""",0.5782256722450256
"""Matthew Kenney""","""Chef Sam Talbot""",0.5740035176277161
"""Matthew Kenney""","""Brew Bistro and Lounge""",0.5703477263450623
"""Matthew Kenney""","""McDonald's""",0.5685859322547913
"""Ken Oringer""","""Stephanie Izard""",0.5982662439346313
"""Ken Oringer""","""Audra Morrice""",0.5942422151565552
"""Ken Oringer""","""hellofood""",0.5865147113800049
"""Ken Oringer""","""Jumia Food""",0.5846891403198242
"""Ken Oringer""","""Pollo Campero El Salvador""",0.5803166627883911
"""Ken Oringer""","""Dunkin' Donuts""",0.575904905796051
"""Ken Oringer""","""La Griglia""",0.5717446804046631
"""Ken Oringer""","""Enrique Olvera""",0.5701965689659119
"""Ken Oringer""","""McDonald's""",0.5674718618392944
"""Ken Oringer""","""Hari Ghotra""",0.5662824511528015
"""Gemma Stafford""","""Relais & Châteaux""",0.6169695854187012
"""Gemma Stafford""","""Jumia Food""",0.5842030644416809
"""Gemma Stafford""","""Mirko Ronzoni""",0.5798245072364807
"""Gemma Stafford""","""McDonald's""",0.5760868787765503
"""Gemma Stafford""","""KFC""",0.5756416320800781
"""Gemma Stafford""","""McDonald's""",0.5701855421066284
"""Gemma Stafford""","""Emmi CAFFÈ LATTE""",0.5673935413360596
"""Gemma Stafford""","""Nicko's Kitchen""",0.5668205618858337
"""Gemma Stafford""","""Germán Martitegui""",0.5656265020370483
"""Gemma Stafford""","""Simon Bryant""",0.5650249719619751
"""KFC""","""McDonald's Paraguay""",0.5853192806243896
"""KFC""","""Taco Bell""",0.5847746729850769
"""KFC""","""Douglas Keane""",0.5803176164627075
"""KFC""","""Domino's Guatemala""",0.5764002203941345
"""KFC""","""Chef Billy Parisi""",0.5714723467826843
"""KFC""","""Simon Bryant""",0.5714375972747803
"""KFC""","""Bruno Ménard""",0.5698844790458679
"""KFC""","""McDonald's""",0.5685864090919495
"""KFC""","""Chef Sue Zemanick""",0.5684270858764648
"""KFC""","""Sanjeev Kapoor""",0.5681622624397278
"""Buddy Valastro""","""Chef Clément""",0.5820499658584595
"""Buddy Valastro""","""Destino Ibiza""",0.5800230503082275
"""Buddy Valastro""","""McDonald's""",0.5741125345230103
"""Buddy Valastro""","""Narda Lepes""",0.5735032558441162
"""Buddy Valastro""","""Chili's Tunisie""",0.5709097385406494
"""Buddy Valastro""","""Pablo Massey""",0.5693612694740295
"""Buddy Valastro""","""McDonald's""",0.5683373212814331
"""Buddy Valastro""","""Anne-Sophie Pic""",0.5647798776626587
"""Buddy Valastro""","""RED Sushi and Hibachi Grill""",0.5644758939743042
"""Buddy Valastro""","""Domino's Pizza""",0.5644603371620178
"""Bahama Breeze Island Grille""","""Bonefish Grill""",0.5984156727790833
"""Bahama Breeze Island Grille""","""McDonald's""",0.5819458961486816
"""Bahama Breeze Island Grille""","""Santiago Giorgini""",0.5783800482749939
"""Bahama Breeze Island Grille""","""Norbert Tarayre""",0.5748276710510254
"""Bahama Breeze Island Grille""","""McDonald's""",0.5735005736351013
"""Bahama Breeze Island Grille""","""The French Laundry""",0.5722476840019226
"""Bahama Breeze Island Grille""","""Gandy Dancer""",0.5719627141952515
"""Bahama Breeze Island Grille""","""Julia Child""",0.570418119430542
"""Bahama Breeze Island Grille""","""Nando's""",0.5695865154266357
"""Bahama Breeze Island Grille""","""Outback Steakhouse""",0.5686456561088562
"""Domino's Pizza""","""タコベル ジャパン　Taco Bell Japan""",0.5738201141357422
"""Domino's Pizza""","""Bryce Shuman""",0.5722322463989258
"""Domino's Pizza""","""Bradley Ogden""",0.567226231098175
"""Domino's Pizza""","""Brooke Williamson""",0.5635754466056824
"""Domino's Pizza""","""McDonald's""",0.5631024241447449
"""Domino's Pizza""","""Michael White""",0.5630090832710266
"""Domino's Pizza""","""Josh Marks""",0.5622338652610779
"""Domino's Pizza""","""Hardee's""",0.5618574023246765
"""Domino's Pizza""","""My Cupcake Addiction""",0.5611411333084106
"""Domino's Pizza""","""Seasons 52""",0.5600578188896179
"""Marcel Vigneron""","""Anne Burrell""",0.597783625125885
"""Marcel Vigneron""","""Bonefish Grill""",0.5972918272018433
"""Marcel Vigneron""","""Valentin Neraudeau""",0.586851179599762
"""Marcel Vigneron""","""Charley's Crab""",0.5762938857078552
"""Marcel Vigneron""","""Chef Rick Tramonto""",0.5754167437553406
"""Marcel Vigneron""","""Delverde""",0.573185384273529
"""Marcel Vigneron""","""Taco Bell India""",0.572651207447052
"""Marcel Vigneron""","""Lillie's Asian Cuisine""",0.5715267658233643
"""Marcel Vigneron""","""Chef Carlo Cracco""",0.5712862014770508
"""Marcel Vigneron""","""McDonald's""",0.5703402161598206
"""Krispy Kreme UK""","""Taco Bell Costa Rica""",0.6025505661964417
"""Krispy Kreme UK""","""On The Border""",0.5919938683509827
"""Krispy Kreme UK""","""McDonald's""",0.5844634771347046
"""Krispy Kreme UK""","""Nicko's Kitchen""",0.5828410387039185
"""Krispy Kreme UK""","""Chili's Tunisie""",0.5786154866218567
"""Krispy Kreme UK""","""Chef Grace Ramirez""",0.5754963755607605
"""Krispy Kreme UK""","""McDonald's""",0.5715206861495972
"""Krispy Kreme UK""","""Anne-Sophie Pic""",0.5682262778282166
"""Krispy Kreme UK""","""Chef Rusty Hamlin""",0.566483736038208
"""Krispy Kreme UK""","""Clodagh McKenna""",0.5664221048355103
"""Kunal Kapur""","""Dunkin' Donuts""",0.6016173958778381
"""Kunal Kapur""","""McDonald's""",0.593513548374176
"""Kunal Kapur""","""Madison Cowan""",0.587658703327179
"""Kunal Kapur""","""'Wichcraft""",0.587309718132019
"""Kunal Kapur""","""Carrabba's Italian Grill""",0.5804966688156128
"""Kunal Kapur""","""Magnum""",0.5756303071975708
"""Kunal Kapur""","""McDonald's""",0.5745417475700378
"""Kunal Kapur""","""Roy's Restaurant""",0.569733202457428
"""Kunal Kapur""","""Crepes & Waffles""",0.5692228078842163
"""Kunal Kapur""","""Taco Bell Panamá""",0.5672686100006104
"""Gregory Gourdet""","""Nando's""",0.5986032485961914
"""Gregory Gourdet""","""Manu Feildel""",0.5885114669799805
"""Gregory Gourdet""","""Simon Bryant""",0.5788363218307495
"""Gregory Gourdet""","""Domino's Pizza""",0.5703113675117493
"""Gregory Gourdet""","""Telepizza Guatemala""",0.5700462460517883
"""Gregory Gourdet""","""Delverde""",0.5683845281600952
"""Gregory Gourdet""","""Five Guys""",0.5676827430725098
"""Gregory Gourdet""","""Frantzén""",0.5674415826797485
"""Gregory Gourdet""","""Burger King Thailand""",0.5647696852684021
"""Gregory Gourdet""","""McDonald's""",0.564141035079956
"""Ben Sargent & Dr. Klaw""","""The Habit Burger Grill""",0.6144283413887024
"""Ben Sargent & Dr. Klaw""","""SORTEDfood""",0.5865046381950378
"""Ben Sargent & Dr. Klaw""","""Magnum""",0.5756457448005676
"""Ben Sargent & Dr. Klaw""","""The French Laundry""",0.5708490014076233
"""Ben Sargent & Dr. Klaw""","""Jehangir""",0.5693862438201904
"""Ben Sargent & Dr. Klaw""","""Josh Elkin""",0.5693485140800476
"""Ben Sargent & Dr. Klaw""","""Cadillac Bar Kemah""",0.5681560039520264
"""Ben Sargent & Dr. Klaw""","""Eva Arguiñano""",0.5679588317871094
"""Ben Sargent & Dr. Klaw""","""Logan Junior Chef""",0.5660870671272278
"""Ben Sargent & Dr. Klaw""","""도미노피자(Dominostory)""",0.5641933679580688
"""Domino's Pizza""","""Clodagh McKenna""",0.5937352180480957
"""Domino's Pizza""","""Dina Nikolaou""",0.5900522470474243
"""Domino's Pizza""","""KFC""",0.5824975371360779
"""Domino's Pizza""","""Jumia Food""",0.5806355476379395
"""Domino's Pizza""","""T-rex Cafe""",0.5789263248443604
"""Domino's Pizza""","""Martha Collison""",0.5776559710502625
"""Domino's Pizza""","""Chef Jimmy Boswell""",0.5753063559532166
"""Domino's Pizza""","""Alex French Guy Cooking""",0.5746943354606628
"""Domino's Pizza""","""Dunkin' Donuts""",0.5743390917778015
"""Domino's Pizza""","""McDonald's Deutschland Karriere""",0.5701169967651367
"""Martha Collison""","""KFC""",0.5901288390159607
"""Martha Collison""","""Joanna 劉韋彤""",0.5841417908668518
"""Martha Collison""","""Chef Diego Lozano""",0.581541895866394
"""Martha Collison""","""Domino's Pizza""",0.5776559710502625
"""Martha Collison""","""Cesare Casella""",0.5713440775871277
"""Martha Collison""","""Ochikeron""",0.5692147612571716
"""Martha Collison""","""Hubert Keller""",0.5682132244110107
"""Martha Collison""","""On The Border""",0.5661827325820923
"""Martha Collison""","""翠華餐廳 Tsui Wah Restaurant""",0.5643218755722046
"""Martha Collison""","""Nyesha Arrington""",0.5639277100563049
"""Francis Mallmann""","""Santiago Giorgini""",0.6211889386177063
"""Francis Mallmann""","""McDonald's""",0.5939828157424927
"""Francis Mallmann""","""Taco Bell Cyprus""",0.5939035415649414
"""Francis Mallmann""","""Nando's""",0.587680459022522
"""Francis Mallmann""","""Dunkin' Donuts""",0.5867070555686951
"""Francis Mallmann""","""The Habit Burger Grill""",0.5721602439880371
"""Francis Mallmann""","""Donato De Santis""",0.5669941902160645
"""Francis Mallmann""","""McDonald's Deutschland Karriere""",0.5636933445930481
"""Francis Mallmann""","""Sanjeev Kapoor""",0.5632422566413879
"""Francis Mallmann""","""Domino's Pizza""",0.5626168847084045
"""Cat Cora""","""Anne Burrell""",0.5845065116882324
"""Cat Cora""","""René Redzepi""",0.578498363494873
"""Cat Cora""","""Mirko Ronzoni""",0.5716371536254883
"""Cat Cora""","""Levi Eirinberg""",0.569580078125
"""Cat Cora""","""Thomas Keller""",0.5692440271377563
"""Cat Cora""","""Jehangir""",0.5687093138694763
"""Cat Cora""","""Skinny Chef""",0.568392813205719
"""Cat Cora""","""Andy Luotto""",0.568156898021698
"""Cat Cora""","""Cadillac Bar Kemah""",0.5667840242385864
"""Cat Cora""","""Chef Ben Ford""",0.5665390491485596
"""Mary Nolan, Bon Appétit Executive Chef""","""Chef Kiran Jethwa""",0.6026213765144348
"""Mary Nolan, Bon Appétit Executive Chef""","""Johnny Iuzzini""",0.5876441597938538
"""Mary Nolan, Bon Appétit Executive Chef""","""Roxanne Spruance""",0.5749812126159668
"""Mary Nolan, Bon Appétit Executive Chef""","""Alberto Chicote""",0.5689083337783813
"""Mary Nolan, Bon Appétit Executive Chef""","""KFC""",0.568230390548706
"""Mary Nolan, Bon Appétit Executive Chef""","""Gaston Acurio""",0.5656264424324036
"""Mary Nolan, Bon Appétit Executive Chef""","""Jumia Food""",0.5655813813209534
"""Mary Nolan, Bon Appétit Executive Chef""","""Juliana Lopez May""",0.5644120573997498
"""Mary Nolan, Bon Appétit Executive Chef""","""Nando's""",0.5637200474739075
"""Mary Nolan, Bon Appétit Executive Chef""","""McDonald's""",0.5624544024467468
"""Bobby Flay""","""Tim Love""",0.593195915222168
"""Bobby Flay""","""Angel Leon Gonzalez""",0.5911890268325806
"""Bobby Flay""","""Pedro Lambertini""",0.5771836042404175
"""Bobby Flay""","""Luke Thomas""",0.5728381872177124
"""Bobby Flay""","""Noëmie Honiat Top Chef""",0.5722938776016235
"""Bobby Flay""","""Dunkin' Donuts""",0.5718886852264404
"""Bobby Flay""","""Pat Neely""",0.5698385238647461
"""Bobby Flay""","""タコベル ジャパン　Taco Bell Japan""",0.5670369267463684
"""Bobby Flay""","""Peter Kuruvita""",0.5663179159164429
"""Bobby Flay""","""Chef Kent Graham""",0.5659419298171997
"""Taste Of Paris Official""","""Bobby's Burger Palace""",0.5724508762359619
"""Taste Of Paris Official""","""Dunkin' Donuts""",0.5722111463546753
"""Taste Of Paris Official""","""Acapulco""",0.5711042881011963
"""Taste Of Paris Official""","""Magnum""",0.5695410370826721
"""Taste Of Paris Official""","""Anis Nabilah""",0.5684084892272949
"""Taste Of Paris Official""","""Chick-fil-A""",0.5667737722396851
"""Taste Of Paris Official""","""Matt Moran""",0.5667514801025391
"""Taste Of Paris Official""","""Douglas Keane""",0.5664151906967163
"""Taste Of Paris Official""","""Eckart Witzigmann""",0.5621246099472046
"""Taste Of Paris Official""","""Nando's""",0.5620989799499512
"""McDonald's""","""DedeMed""",0.5995221734046936
